p_raw,p_cal,attack
0.999988,0.996062,A11
0.977949,0.528741,A19
0.931779,0.256801,A18
0.954209,0.345201,A19
1.0,0.996062,A12
0.999992,0.996062,A10
1.9e-05,3e-06,A19
0.072185,0.001964,A18
0.999219,0.970028,A16
0.98744,0.665441,A19
1.1e-05,3e-06,none
0.999991,0.996062,A14
0.999999,0.996062,A14
0.999978,0.996062,A12
0.001581,4e-05,A18
0.020088,0.000518,none
1e-06,3e-06,none
0.001478,3.7e-05,A19
0.001069,2.7e-05,none
1.0,0.996062,A12
0.999815,0.992755,A08
1.0,0.996062,A09
0.999826,0.993169,A10
0.99998,0.996062,A10
3e-06,3e-06,A17
0.999928,0.996062,A07
0.99983,0.993306,A11
6e-06,3e-06,none
0.882587,0.159783,A16
0.999974,0.996062,A07
0.061216,0.001647,A18
0.999972,0.996062,A08
0.337783,0.01274,A19
0.995732,0.855127,A11
0.999574,0.983442,A07
0.998726,0.951996,A15
1.0,0.996062,A09
0.007315,0.000186,none
0.999832,0.993403,A11
0.002917,7.4e-05,A17
0.008958,0.000229,A19
0.000182,5e-06,A08
0.999998,0.996062,A08
0.001133,2.9e-05,A18
1.2e-05,3e-06,none
0.999646,0.98618,A08
0.863428,0.137888,A18
1.0,0.996062,A13
7e-06,3e-06,none
0.000216,5e-06,none
0.999985,0.996062,A08
1.0,0.996062,A16
1.0,0.996062,A09
1e-05,3e-06,none
0.926325,0.241323,A15
0.996502,0.878151,A11
0.999984,0.996062,A10
0.999358,0.975249,A14
1.0,0.996062,A09
0.537139,0.028521,A18
1.0,0.996062,A09
1.0,0.996062,A14
0.996931,0.891527,A08
0.999986,0.996062,A14
1.0,0.996062,A12
0.998993,0.961664,A11
0.998969,0.96082,A07
0.052668,0.001405,A19
1.0,0.996062,A12
0.000335,8e-06,A17
0.000731,1.8e-05,A19
0.999499,0.980584,A15
0.002076,5.3e-05,A17
3e-06,3e-06,none
0.999948,0.996062,A07
0.962192,0.391668,A13
0.990937,0.734486,A14
1.0,0.996062,A13
0.000138,3e-06,none
8.3e-05,3e-06,none
0.00891,0.000227,A18
0.999984,0.996062,A10
0.983007,0.594071,A15
0.999998,0.996062,A09
1.0,0.996062,A12
1.0,0.996062,A14
0.004403,0.000112,A18
0.423511,0.018246,A08
0.926527,0.241867,A19
0.998357,0.938926,A10
6e-06,3e-06,A17
0.024344,0.000631,A19
7.1e-05,3e-06,A17
0.999846,0.993948,A18
0.999582,0.983748,A08
0.994097,0.809902,A16
0.999993,0.996062,A07
0.996052,0.864544,A11
0.000845,2.1e-05,A18
0.996552,0.879691,A10
0.000244,6e-06,A17
0.999122,0.966442,A16
0.988994,0.694495,A19
0.998332,0.938052,A15
0.999512,0.981069,A13
0.999483,0.979958,A07
0.99991,0.996062,A11
0.999988,0.996062,A14
0.999552,0.982586,A08
0.543407,0.029229,A08
0.999587,0.983944,A15
0.999306,0.97329,A13
0.944407,0.300589,A19
0.98753,0.667047,A11
0.000558,1.4e-05,none
0.000114,3e-06,A17
0.002634,6.7e-05,A17
0.999877,0.995169,A11
0.001794,4.5e-05,A18
1.0,0.996062,A14
0.000128,3e-06,A17
0.999998,0.996062,A13
0.999988,0.996062,A07
0.999991,0.996062,A12
0.000558,1.4e-05,A19
0.064514,0.001742,A18
0.003998,0.000102,A19
0.784232,0.084208,none
0.424883,0.018347,A18
0.999411,0.977243,A10
0.683814,0.051875,A18
0.995185,0.839452,A15
0.000954,2.4e-05,none
7.6e-05,3e-06,none
0.999994,0.996062,A12
0.999895,0.99587,A09
0.505479,0.025207,A13
1.0,0.996062,A09
1.0,0.996062,A09
0.99999,0.996062,A08
0.191117,0.005942,none
1.0,0.996062,A12
0.999969,0.996062,A14
1e-06,3e-06,none
0.999563,0.983014,A07
0.0231,0.000598,A19
0.999982,0.996062,A07
0.999512,0.981078,A13
0.99999,0.996062,A16
0.991456,0.745907,A08
0.999963,0.996062,A07
1.0,0.996062,A12
0.999608,0.984721,A11
0.024404,0.000632,A19
0.998944,0.959899,A10
0.999989,0.996062,A07
1.0,0.996062,A09
0.999735,0.989642,A08
1.0,0.996062,A09
0.999986,0.996062,A07
0.997606,0.913371,A14
0.999027,0.962934,A12
1.8e-05,3e-06,A17
0.999641,0.985996,A07
0.999985,0.996062,A07
0.999964,0.996062,A16
0.992083,0.760199,A19
1.0,0.996062,A09
0.999804,0.992328,A08
1.0,0.996062,A12
1.0,0.996062,A16
0.99633,0.872907,A15
0.999645,0.986175,A07
0.999858,0.994418,A15
0.999995,0.996062,A08
0.999924,0.996062,A15
0.999986,0.996062,A10
0.990546,0.726079,A15
0.696779,0.054941,A19
0.999909,0.996062,A11
0.999945,0.996062,A08
1.0,0.996062,A09
0.001978,5e-05,none
0.999541,0.982165,A15
0.999941,0.996062,A08
0.999957,0.996062,A07
1e-06,3e-06,none
0.999626,0.985433,A11
1.0,0.996062,A12
0.988087,0.67724,A15
0.999911,0.996062,A12
0.999997,0.996062,A13
1.0,0.996062,A09
0.006595,0.000168,none
0.999843,0.993841,A14
0.000116,3e-06,A17
0.000126,3e-06,A19
0.966659,0.423132,A19
0.967237,0.427552,A13
0.99986,0.994502,A11
0.99999,0.996062,A07
0.773694,0.079606,A19
0.999988,0.996062,A12
0.985157,0.626736,A11
0.999977,0.996062,A16
0.000351,9e-06,A18
0.999998,0.996062,A16
0.999987,0.996062,A10
0.000202,5e-06,none
0.99918,0.968563,A13
0.99996,0.996062,A08
0.999519,0.981333,A11
0.999972,0.996062,A08
0.091558,0.002543,A17
1.0,0.996062,A16
0.022178,0.000573,A19
0.971442,0.462531,A15
1.0,0.996062,A09
1.0,0.996062,A12
0.999367,0.975577,A16
0.999607,0.984708,A11
0.999686,0.987746,A10
0.999881,0.995314,A11
0.999981,0.996062,A11
0.999669,0.987079,A14
0.994981,0.833747,A07
0.000787,2e-05,none
0.010892,0.000279,A08
0.999914,0.996062,A10
0.943012,0.295095,A16
0.318752,0.011699,A15
2e-05,3e-06,none
0.999868,0.994796,A07
0.999932,0.996062,A07
0.999981,0.996062,A14
0.999954,0.996062,A07
1.0,0.996062,A08
0.994751,0.827412,A07
1.0,0.996062,A09
0.999999,0.996062,A12
0.999992,0.996062,A07
0.981165,0.568565,A16
0.966146,0.419279,A16
0.999999,0.996062,A14
0.99968,0.987507,A13
0.99996,0.996062,A12
6.4e-05,3e-06,A17
0.999729,0.989412,A08
0.003546,9e-05,A18
0.031577,0.000824,A19
6.4e-05,3e-06,A17
0.786067,0.085051,A13
0.999973,0.996062,A11
0.295575,0.010504,A19
0.999991,0.996062,A15
0.995086,0.836675,A08
0.996098,0.865905,A10
1.0,0.996062,A09
0.9999,0.996062,A15
0.885989,0.164297,A15
1.0,0.996062,A09
0.004701,0.000119,A18
0.999925,0.996062,A11
1.0,0.996062,A09
0.999745,0.990017,A16
0.993035,0.782937,A13
1.0,0.996062,A09
0.686406,0.052469,A13
0.000312,8e-06,A19
0.999976,0.996062,A07
1.0,0.996062,A14
0.999989,0.996062,A11
0.98593,0.639346,A15
1.0,0.996062,A09
0.000863,2.2e-05,none
0.004165,0.000106,A18
1.0,0.996062,A09
0.996471,0.877208,A13
0.022585,0.000584,none
1.0,0.996062,A09
2.2e-05,3e-06,A17
0.972705,0.474121,A13
0.00056,1.4e-05,none
1.1e-05,3e-06,none
0.453587,0.020569,A13
0.999361,0.975334,A08
1.0,0.996062,A09
0.999994,0.996062,A16
1.0,0.996062,A09
0.999999,0.996062,A16
1.0,0.996062,A16
1.0,0.996062,A09
0.021455,0.000554,A18
1.0,0.996062,A09
1e-06,3e-06,none
2e-05,3e-06,A19
0.106491,0.003006,A15
1.0,0.996062,A09
9e-06,3e-06,A17
0.99004,0.715489,A13
0.999973,0.996062,A14
0.999967,0.996062,A07
1.0,0.996062,A12
0.999965,0.996062,A14
0.99979,0.991785,A16
3.2e-05,3e-06,none
0.055165,0.001475,A18
0.998965,0.960641,A10
0.813718,0.099513,A16
0.977437,0.522894,A13
0.999823,0.993052,A08
0.001314,3.3e-05,A18
0.999986,0.996062,A14
0.999997,0.996062,A13
0.975308,0.499817,A14
0.996811,0.887738,A15
3.2e-05,3e-06,A19
0.023121,0.000598,A19
0.997944,0.92469,A16
0.000361,9e-06,A19
1.0,0.996062,A09
0.999412,0.977257,A08
0.996362,0.873874,A10
0.999991,0.996062,A11
0.046436,0.00123,A19
0.974103,0.487604,A19
0.031688,0.000827,A19
0.992316,0.765652,A14
0.987363,0.664051,A19
0.999381,0.976114,A08
0.999969,0.996062,A14
0.087111,0.002408,A18
0.601102,0.036723,A18
1.6e-05,3e-06,A17
0.004214,0.000107,A19
0.999998,0.996062,A11
1.1e-05,3e-06,A17
0.002017,5.1e-05,none
0.999999,0.996062,A14
0.999933,0.996062,A14
0.999311,0.973482,A07
1.0,0.996062,A16
0.999969,0.996062,A08
0.999911,0.996062,A12
0.99887,0.957204,A13
1.0,0.996062,A12
6e-06,3e-06,A17
0.999675,0.987305,A13
0.999853,0.994223,A15
0.996887,0.890137,A13
0.999692,0.987981,A16
0.998653,0.949398,A13
0.999988,0.996062,A07
0.98847,0.684438,A19
0.999635,0.985767,A11
1.0,0.996062,A09
0.00039,1e-05,none
1.0,0.996062,A16
1.0,0.996062,A09
0.999955,0.996062,A11
0.999994,0.996062,A13
0.993064,0.783642,A14
0.002561,6.5e-05,A17
0.766516,0.076686,A19
0.956686,0.358474,A18
0.000713,1.8e-05,A17
0.999545,0.982326,A08
0.18756,0.005807,A18
0.986207,0.643986,none
1.0,0.996062,A09
0.999865,0.994698,A07
9e-06,3e-06,A17
0.999573,0.983392,A14
0.945892,0.306643,A19
0.995704,0.854318,A13
0.99828,0.93624,A15
0.99901,0.962322,A16
0.999539,0.982101,A14
1.0,0.996062,A12
0.757589,0.073271,A13
0.999995,0.996062,A14
0.998805,0.954858,A13
0.979825,0.5513,A15
0.998592,0.947207,A10
0.997911,0.923571,A13
0.996489,0.877752,A13
0.99998,0.996062,A11
1.6e-05,3e-06,A17
0.999922,0.996062,A14
9e-06,3e-06,A17
0.999951,0.996062,A11
0.999655,0.986524,A14
0.000885,2.2e-05,A17
0.99919,0.968962,A07
0.999926,0.996062,A16
0.999999,0.996062,A09
0.99997,0.996062,A08
0.999991,0.996062,A11
0.988538,0.685715,A18
0.999406,0.97705,A11
0.99998,0.996062,A15
2e-06,3e-06,none
0.99776,0.91849,A15
1.0,0.996062,A16
0.999978,0.996062,A10
0.627282,0.040839,A13
0.99874,0.952514,A19
0.937423,0.274829,A18
0.535023,0.028286,A16
0.999866,0.994712,A10
0.999854,0.994251,A16
0.999625,0.985378,A10
0.999996,0.996062,A10
0.999677,0.987383,A10
0.079614,0.002184,A08
0.999999,0.996062,A16
0.998917,0.95891,A07
0.999989,0.996062,A11
0.00024,6e-06,A17
0.999863,0.99461,A15
0.000379,1e-05,none
0.999999,0.996062,A16
0.056302,0.001507,A19
6.7e-05,3e-06,none
0.969694,0.447354,A14
0.999904,0.996062,A15
0.999977,0.996062,A16
0.999996,0.996062,A13
0.597712,0.036227,A15
2e-05,3e-06,A17
1.0,0.996062,A12
0.000217,5e-06,none
0.995218,0.84038,A15
0.000407,1e-05,A19
0.999802,0.992221,A10
0.999986,0.996062,A07
0.128858,0.003728,none
0.999798,0.992077,A07
0.999999,0.996062,A13
0.007165,0.000183,A19
0.999685,0.9877,A10
0.999971,0.996062,A13
0.991046,0.736845,A18
0.983702,0.604267,A08
5e-05,3e-06,none
0.987287,0.662692,A18
0.999969,0.996062,A08
0.991828,0.754323,A13
0.999995,0.996062,A08
1.0,0.996062,A09
0.90995,0.203595,A16
1.0,0.996062,A12
8e-06,3e-06,A17
0.998395,0.940249,A08
0.999916,0.996062,A15
0.99999,0.996062,A08
0.999406,0.977036,A11
1.0,0.996062,A13
0.999915,0.996062,A08
0.003681,9.3e-05,A19
0.999997,0.996062,A15
0.986754,0.653342,A14
0.000345,9e-06,A17
0.000317,8e-06,A17
0.999522,0.981442,A14
1.0,0.996062,A13
0.999757,0.990497,A10
0.999869,0.994843,A11
2e-06,3e-06,A17
0.943282,0.296146,A17
0.030966,0.000808,A15
0.0,3e-06,none
0.999967,0.996062,A07
0.997937,0.924457,A12
3.1e-05,3e-06,none
0.999926,0.996062,A07
0.780675,0.082611,A18
0.007434,0.000189,A18
0.999992,0.996062,A12
1.0,0.996062,A09
0.999998,0.996062,A10
0.001195,3e-05,A18
0.999856,0.994325,A11
1.0,0.996062,A09
0.000378,1e-05,A18
1.0,0.996062,A09
0.999976,0.996062,A14
1.0,0.996062,A12
1.0,0.996062,A09
4.4e-05,3e-06,none
9e-06,3e-06,none
0.588316,0.034892,A14
0.970087,0.450684,A16
1.0,0.996062,A09
0.00025,6e-06,none
0.999851,0.994144,A10
1.0,0.996062,A12
4e-06,3e-06,none
0.999889,0.995618,A11
1.0,0.996062,A14
0.000115,3e-06,none
0.99961,0.984808,A10
0.993292,0.789293,A13
0.999506,0.980829,A09
0.001574,4e-05,A17
0.998269,0.935842,A13
0.999991,0.996062,A11
0.001114,2.8e-05,A17
0.996921,0.891199,A13
0.477735,0.022618,A13
0.999913,0.996062,A11
0.999995,0.996062,A07
0.999998,0.996062,A09
0.993372,0.791306,A14
1.0,0.996062,A09
0.996777,0.88666,A15
0.966534,0.422188,A18
0.000126,3e-06,A17
0.219035,0.007045,A18
1.8e-05,3e-06,A17
1.2e-05,3e-06,A17
0.99997,0.996062,A07
0.357276,0.013868,A16
0.996794,0.887204,A15
0.999852,0.994167,A11
0.119133,0.00341,none
0.000371,9e-06,A17
0.999856,0.994321,A08
1e-06,3e-06,A17
0.001013,2.6e-05,none
0.000252,6e-06,none
1.0,0.996062,A12
0.997417,0.907136,A07
0.860841,0.135321,A18
1.0,0.996062,A09
0.999995,0.996062,A15
1.0,0.996062,A09
2e-05,3e-06,none
0.999017,0.962571,A11
1.0,0.996062,A12
0.999965,0.996062,A08
1.0,0.996062,A09
0.641945,0.043389,A16
0.955496,0.35198,A08
0.998689,0.950688,A07
0.009425,0.000241,A18
0.996046,0.864363,A14
1.9e-05,3e-06,none
0.998673,0.950088,A11
3.5e-05,3e-06,none
0.976666,0.514309,A14
0.008525,0.000217,none
0.998904,0.958424,A10
0.999991,0.996062,A11
0.999992,0.996062,A13
1.0,0.996062,A09
0.999997,0.996062,A07
1e-06,3e-06,none
0.00175,4.4e-05,A18
0.997983,0.926013,A15
0.999732,0.989527,A15
0.999954,0.996062,A15
0.02757,0.000717,A18
0.110634,0.003137,A19
0.980885,0.56488,A13
0.020633,0.000533,none
0.99676,0.886138,A15
0.001042,2.6e-05,A18
1e-06,3e-06,none
0.997529,0.910824,A11
0.989256,0.699638,A19
1.0,0.996062,A12
0.000611,1.5e-05,A19
1.0,0.996062,A09
0.999245,0.971002,A15
0.999881,0.995333,A11
0.979284,0.544612,A18
0.009352,0.000239,none
0.999622,0.985282,A10
0.999872,0.99495,A14
0.999884,0.995426,A10
0.999807,0.992434,A14
0.998129,0.931031,A13
0.999483,0.979949,A08
0.998908,0.958576,A14
0.999893,0.995772,A07
0.999998,0.996062,A08
0.999371,0.975712,A07
0.999979,0.996062,A10
0.003444,8.7e-05,A17
0.999814,0.992685,A08
0.999993,0.996062,A11
0.966893,0.424906,A07
1.0,0.996062,A09
0.236747,0.007786,A19
0.996208,0.869209,A15
0.999725,0.989255,A08
0.747129,0.069549,A19
0.002144,5.4e-05,A08
0.997602,0.913243,A10
4e-05,3e-06,none
0.998656,0.949492,A11
1.0,0.996062,A13
0.00119,3e-05,A17
0.999997,0.996062,A15
3.6e-05,3e-06,A17
1.0,0.996062,A09
0.999496,0.980471,A14
0.999082,0.964961,A11
0.867849,0.142469,A16
0.235606,0.007737,A19
0.990233,0.719493,A07
0.849038,0.124562,A08
0.000691,1.7e-05,A18
0.999124,0.966517,A15
0.994911,0.831813,A07
1.6e-05,3e-06,none
0.006834,0.000174,A19
0.99996,0.996062,A10
0.999241,0.970851,A11
0.988302,0.681261,A16
1.0,0.996062,A12
0.998544,0.945491,A07
0.03809,0.001001,A18
0.002417,6.1e-05,A18
0.999055,0.963975,A14
1.0,0.996062,A12
0.99999,0.996062,A11
0.323141,0.011934,A19
0.994191,0.812379,A15
0.568631,0.032273,A13
1e-05,3e-06,none
1.0,0.996062,A12
4.8e-05,3e-06,A18
1.0,0.996062,A14
1.0,0.996062,A09
0.994465,0.819668,A18
0.878876,0.155096,A19
0.991378,0.744171,A16
0.346947,0.013262,A19
0.999959,0.996062,A07
0.999844,0.993855,A14
0.0,3e-06,A17
0.799208,0.091484,A19
0.097617,0.002729,A19
0.001009,2.6e-05,A18
0.999534,0.981905,A11
0.997668,0.915424,A15
1.0,0.996062,A12
0.904999,0.194198,A19
0.000196,5e-06,A17
0.914411,0.212774,A18
0.996251,0.870501,A13
1.0,0.996062,A09
0.000132,3e-06,A17
0.999868,0.994796,A13
1.0,0.996062,A16
1.3e-05,3e-06,none
0.999939,0.996062,A11
0.999858,0.994423,A10
0.999987,0.996062,A08
0.000278,7e-06,none
0.999925,0.996062,A14
0.999672,0.98719,A10
0.999431,0.977994,A15
0.984608,0.618075,A13
0.999947,0.996062,A12
0.999517,0.981256,A08
0.974682,0.493402,A08
1.0,0.996062,A13
1.0,0.996062,A12
0.000206,5e-06,none
0.99953,0.98176,A08
1.0,0.996062,A16
0.998445,0.942025,A12
0.999998,0.996062,A14
3.5e-05,3e-06,none
0.000269,7e-06,none
0.002043,5.2e-05,A18
5.8e-05,3e-06,none
0.999827,0.99322,A10
1.0,0.996062,A09
0.986504,0.649024,A12
1.0,0.996062,A09
0.827478,0.108211,A16
0.999994,0.996062,A16
0.999972,0.996062,A07
0.99986,0.994488,A10
0.998479,0.943201,A19
0.200784,0.006316,A18
1.0,0.996062,A12
1.0,0.996062,A12
0.999994,0.996062,A11
0.109477,0.0031,A18
0.978436,0.534424,A13
0.999978,0.996062,A16
1.0,0.996062,A09
0.999745,0.990021,A16
0.999996,0.996062,A10
0.000925,2.3e-05,A19
0.993722,0.800169,A10
0.999998,0.996062,A14
0.999902,0.996062,A08
0.0,3e-06,none
8e-06,3e-06,none
1.0,0.996062,A09
1.3e-05,3e-06,A17
1.0,0.996062,A12
1.5e-05,3e-06,none
0.010083,0.000258,A18
0.968497,0.437491,A14
1.0,0.996062,A14
0.004049,0.000103,A17
0.999912,0.996062,A14
0.999956,0.996062,A15
0.999994,0.996062,A08
0.123413,0.003549,A19
1.0,0.996062,A09
0.998904,0.958415,A08
0.00066,1.7e-05,A17
0.04571,0.00121,A18
0.993674,0.798953,A13
0.844819,0.121056,A19
0.961946,0.39006,A08
1.0,0.996062,A09
0.996178,0.86831,A13
0.000519,1.3e-05,none
0.057786,0.001549,A17
0.998373,0.939473,A11
0.999551,0.982567,A15
0.021285,0.00055,A18
0.999991,0.996062,A11
0.999996,0.996062,A14
1.0,0.996062,A12
0.999973,0.996062,A13
0.999998,0.996062,A08
0.999999,0.996062,A14
3.8e-05,3e-06,none
1.0,0.996062,A12
0.999946,0.996062,A10
0.882806,0.160068,A18
0.028048,0.00073,none
0.970483,0.454086,A07
0.999999,0.996062,A12
0.312022,0.011344,A08
1.0,0.996062,A09
0.999742,0.989901,A07
0.999977,0.996062,A07
1.0,0.996062,A09
0.999951,0.996062,A16
0.999424,0.977735,A15
0.989819,0.710959,A19
1.0,0.996062,A09
0.999986,0.996062,A14
2.8e-05,3e-06,none
0.999996,0.996062,A15
0.999353,0.975043,A13
0.978463,0.534746,A19
0.287086,0.010085,A18
0.999069,0.964475,A14
1.0,0.996062,A12
0.000198,5e-06,none
0.209749,0.00667,A19
9e-06,3e-06,A17
0.99992,0.996062,A07
0.999999,0.996062,A14
5e-06,3e-06,A17
0.99672,0.884896,A13
1.0,0.996062,A12
1.0,0.996062,A14
0.001086,2.8e-05,none
0.999968,0.996062,A07
0.001645,4.2e-05,A17
0.999331,0.974225,A07
2.4e-05,3e-06,A17
0.999912,0.996062,A10
1.0,0.996062,A09
0.999858,0.994404,A15
0.066144,0.001789,A19
0.999835,0.993506,A07
0.999978,0.996062,A07
1e-06,3e-06,A17
0.011019,0.000282,A18
0.99911,0.965997,A10
0.000115,3e-06,none
0.354721,0.013716,A19
0.999869,0.994829,A14
0.000108,3e-06,none
0.174927,0.005335,A17
1.0,0.996062,A14
0.001275,3.2e-05,A18
1.0,0.996062,A14
0.98701,0.657795,A16
0.99322,0.787501,A10
0.0,3e-06,A17
0.999946,0.996062,A14
0.911463,0.206628,A13
0.999984,0.996062,A11
0.959269,0.373361,A16
1.0,0.996062,A12
0.997373,0.905693,A15
0.999894,0.995828,A10
0.999995,0.996062,A08
1.0,0.996062,A12
0.998398,0.940358,A08
0.993484,0.794125,A13
0.282989,0.009886,A08
1.0,0.996062,A12
0.998719,0.951759,A13
0.999964,0.996062,A15
0.999605,0.984621,A07
0.999864,0.994642,A12
2.7e-05,3e-06,A19
0.999992,0.996062,A10
0.99999,0.996062,A11
0.999823,0.993066,A11
1.0,0.996062,A14
0.999997,0.996062,A16
1.0,0.996062,A09
0.999965,0.996062,A09
0.999674,0.987291,A07
0.992916,0.780027,A18
3.1e-05,3e-06,A17
0.999996,0.996062,A11
0.999695,0.988087,A13
0.0,3e-06,A17
1e-06,3e-06,none
0.99997,0.996062,A07
3.8e-05,3e-06,A17
0.999962,0.996062,A15
0.999286,0.972551,A07
0.999985,0.996062,A15
1.0,0.996062,A14
0.0,3e-06,none
0.999953,0.996062,A07
0.999959,0.996062,A16
1.7e-05,3e-06,none
0.002539,6.4e-05,A17
0.000114,3e-06,none
0.001265,3.2e-05,none
0.99891,0.958645,A11
1.0,0.996062,A14
0.666907,0.04821,A18
0.999999,0.996062,A11
1.0,0.996062,A09
0.182518,0.005617,A19
0.425764,0.018412,A18
0.999606,0.984643,A10
0.993468,0.793729,A13
0.999794,0.99191,A08
1.0,0.996062,A09
1.0,0.996062,A09
0.999987,0.996062,A10
0.999999,0.996062,A13
1.0,0.996062,A14
0.991156,0.739261,A13
0.965689,0.415899,A18
2e-06,3e-06,none
1.0,0.996062,A09
0.99917,0.968211,A14
0.999482,0.97992,A15
0.996254,0.870618,A15
0.999943,0.996062,A16
1.0,0.996062,A09
8e-06,3e-06,none
0.998759,0.953173,A14
0.978368,0.533628,A08
0.981777,0.576806,A13
0.999899,0.996029,A07
0.00352,8.9e-05,A19
0.996417,0.875546,A08
1.0,0.996062,A09
0.991209,0.740437,A13
0.997381,0.905963,A08
0.999914,0.996062,A12
0.999773,0.991094,A11
9.5e-05,3e-06,A17
1.0,0.996062,A09
0.871132,0.146041,A18
0.999804,0.992309,A08
0.996608,0.881409,A11
0.218877,0.007039,A19
0.045152,0.001195,A18
0.999831,0.993362,A13
1e-06,3e-06,none
0.003912,9.9e-05,A18
3e-06,3e-06,A17
0.998473,0.943007,A19
0.00367,9.3e-05,none
0.999999,0.996062,A12
0.999935,0.996062,A11
1.3e-05,3e-06,none
0.999992,0.996062,A13
0.999992,0.996062,A08
0.999976,0.996062,A07
0.999443,0.97845,A14
0.997995,0.926423,A08
0.999935,0.996062,A07
1.0,0.996062,A12
0.999474,0.979635,A11
0.999968,0.996062,A10
1.0,0.996062,A12
0.999977,0.996062,A15
1.0,0.996062,A09
0.998836,0.955964,A13
0.014134,0.000363,A17
0.99267,0.774057,A07
0.998713,0.951545,A08
3.7e-05,3e-06,A17
0.999993,0.996062,A11
0.999423,0.977685,A10
1.0,0.996062,A09
0.999274,0.972087,A08
0.999364,0.975451,A16
0.881769,0.15873,A14
0.999842,0.993804,A15
0.252489,0.008473,A18
0.999231,0.970473,A16
0.999739,0.989772,A07
0.994048,0.808618,A07
1.0,0.996062,A09
0.999671,0.987148,A16
0.006006,0.000153,A18
0.999897,0.995945,A15
1.0,0.996062,A09
1.0,0.996062,A09
2.7e-05,3e-06,A17
0.000123,3e-06,A17
1.0,0.996062,A09
0.999993,0.996062,A16
1.0,0.996062,A09
0.999984,0.996062,A10
0.971652,0.464417,A10
1.0,0.996062,A09
0.999782,0.991456,A08
4.7e-05,3e-06,none
0.999972,0.996062,A07
1.0,0.996062,A12
1.0,0.996062,A09
0.99898,0.96121,A07
0.995123,0.837729,A13
0.003302,8.4e-05,none
1.0,0.996062,A09
0.992828,0.777891,A12
0.025034,0.000649,none
0.999998,0.996062,A13
0.001,2.5e-05,A17
0.998738,0.952437,A07
0.998689,0.950675,A10
0.999949,0.996062,A10
0.999882,0.995342,A08
0.999814,0.992685,A08
0.990918,0.734072,A14
0.001073,2.7e-05,A18
3.4e-05,3e-06,A17
0.995081,0.83654,A11
0.988752,0.689809,A15
1.0,0.996062,A14
0.009889,0.000253,none
0.996112,0.866336,A13
0.999992,0.996062,A11
0.031675,0.000827,A17
0.001025,2.6e-05,A19
0.984971,0.623789,A19
1.0,0.996062,A12
0.999979,0.996062,A10
0.99231,0.765517,A16
1.1e-05,3e-06,none
0.999961,0.996062,A15
0.999938,0.996062,A11
0.999814,0.992713,A15
0.999634,0.985731,A15
0.992984,0.781685,A10
0.013509,0.000346,A15
0.999983,0.996062,A10
0.999382,0.976136,A07
0.997902,0.923266,A10
0.999994,0.996062,A07
6.8e-05,3e-06,A19
0.999876,0.995127,A10
0.042376,0.001118,A18
0.999964,0.996062,A11
0.997965,0.925409,A15
0.999983,0.996062,A13
0.975325,0.499992,A12
0.999999,0.996062,A12
0.213271,0.006811,A16
0.999932,0.996062,A14
9.2e-05,3e-06,A19
0.020009,0.000516,A17
0.999994,0.996062,A11
0.999982,0.996062,A10
1.0,0.996062,A12
0.999973,0.996062,A10
0.999572,0.983351,A11
0.383483,0.015492,A19
0.869436,0.144178,A19
0.850499,0.125815,A10
0.011309,0.000289,none
0.997336,0.904515,A13
0.001712,4.3e-05,A19
0.000172,4e-06,A19
0.035818,0.000939,A19
0.998542,0.945441,A19
0.999496,0.980443,A10
0.00066,1.7e-05,none
0.999963,0.996062,A10
0.99996,0.996062,A16
0.0,3e-06,A19
0.985449,0.631455,A13
1e-05,3e-06,none
0.999894,0.995847,A18
0.998387,0.939963,A10
0.005332,0.000136,A17
0.991299,0.74241,A16
0.988342,0.682015,A13
0.999959,0.996062,A07
0.992274,0.764656,A10
0.999908,0.996062,A15
0.998603,0.947585,A13
1.0,0.996062,A09
1.0,0.996062,A13
1.8e-05,3e-06,A17
0.409097,0.017214,A13
9.2e-05,3e-06,none
1e-06,3e-06,none
0.000905,2.3e-05,A19
0.996813,0.887798,A15
0.995578,0.850648,A13
0.999932,0.996062,A08
0.171011,0.005192,A19
0.999929,0.996062,A10
0.958385,0.368141,A16
2e-05,3e-06,A17
8e-06,3e-06,none
0.005421,0.000138,A17
0.0,3e-06,A17
0.998816,0.955237,A15
0.9996,0.98441,A11
1.0,0.996062,A09
5.2e-05,3e-06,A17
4e-06,3e-06,none
0.999916,0.996062,A08
0.999799,0.992128,A15
0.69511,0.054533,A19
3e-06,3e-06,A17
1.0,0.996062,A12
0.999175,0.968399,A14
0.99758,0.912515,A08
0.99997,0.996062,A08
0.999999,0.996062,A09
0.001177,3e-05,A18
0.999999,0.996062,A12
1.0,0.996062,A09
0.983117,0.595667,A19
0.996838,0.888578,A07
0.999982,0.996062,A08
0.999462,0.97915,A13
0.999766,0.990844,A14
0.999786,0.991604,A14
1.0,0.996062,A09
1.0,0.996062,A09
0.905658,0.195404,A15
0.000104,3e-06,A17
0.006259,0.000159,A19
2.5e-05,3e-06,A19
1.0,0.996062,A09
1.0,0.996062,A12
1.7e-05,3e-06,none
0.999062,0.964208,A19
0.999786,0.991599,A07
0.999892,0.995735,A14
0.999992,0.996062,A15
0.000545,1.4e-05,none
0.000124,3e-06,A18
0.920126,0.225667,A15
1.0,0.996062,A09
0.999996,0.996062,A16
0.999898,0.995978,A11
0.999994,0.996062,A14
