p_raw,p_cal,attack
0.999992,0.996062,A19
0.996637,0.882331,A13
0.994781,0.828234,A10
0.895702,0.178486,A08
0.999998,0.996062,A19
0.014349,0.000368,A08
0.000737,1.9e-05,none
0.48441,0.023217,A19
1.0,0.996062,A09
0.603796,0.037123,A08
0.997755,0.918333,A13
1.0,0.996062,A12
0.999917,0.996062,A11
9e-06,3e-06,none
7e-06,3e-06,none
1e-06,3e-06,none
0.997906,0.923395,A12
0.999229,0.970402,A07
0.198007,0.006207,none
1.0,0.996062,A12
0.999462,0.979155,A16
0.999983,0.996062,A11
0.0,3e-06,none
8e-06,3e-06,none
0.00212,5.4e-05,none
0.93362,0.26244,A14
0.999989,0.996062,A12
0.219671,0.007072,A13
0.999883,0.995394,A13
0.192443,0.005993,A15
0.961443,0.38682,A14
0.994717,0.82648,A18
0.996774,0.886589,A19
0.001286,3.3e-05,A13
0.239198,0.007891,A08
0.948269,0.316819,A08
2.6e-05,3e-06,none
3.2e-05,3e-06,A17
0.999957,0.996062,A16
0.999462,0.979178,A08
0.998601,0.947534,A16
0.999285,0.972506,A19
0.99991,0.996062,A11
0.999358,0.97524,A13
0.999987,0.996062,A09
0.977823,0.527291,A15
0.004599,0.000117,A17
0.926588,0.242031,A19
1.3e-05,3e-06,A17
0.572537,0.032774,A18
0.302994,0.010878,A18
0.925982,0.240406,A08
0.999997,0.996062,A19
0.999992,0.996062,A10
0.964963,0.410642,A13
0.998244,0.934994,A11
0.16363,0.004925,A08
0.991844,0.754706,A15
0.99516,0.838746,A13
0.784769,0.084453,A13
1.0,0.996062,A09
1.3e-05,3e-06,A17
0.999787,0.991646,A07
0.999692,0.987967,A15
0.999895,0.995851,A12
0.999981,0.996062,A07
0.994658,0.824886,A16
0.999704,0.98842,A11
0.999998,0.996062,A16
0.996119,0.866563,A07
0.999862,0.994558,A13
0.999523,0.981478,A07
0.00029,7e-06,none
0.284373,0.009953,A08
0.998195,0.933291,A10
1.0,0.996062,A09
1.0,0.996062,A19
0.999507,0.980883,A18
1.0,0.996062,A12
0.662907,0.047393,A19
0.999987,0.996062,A14
0.971717,0.465007,A16
0.999694,0.988036,A11
1.0,0.996062,A12
1.0,0.996062,A12
0.999704,0.988443,A07
0.999826,0.993159,A19
2e-06,3e-06,none
0.994046,0.808575,A13
0.99997,0.996062,A09
0.99866,0.949641,A11
0.998227,0.934401,A19
0.003971,0.000101,A15
0.999892,0.995767,A11
2.6e-05,3e-06,none
0.999964,0.996062,A09
7.7e-05,3e-06,A17
2e-05,3e-06,none
0.768172,0.077345,A13
0.000149,4e-06,A17
0.999946,0.996062,A11
0.000177,4e-06,A17
0.996913,0.890962,A15
0.000121,3e-06,A17
0.015764,0.000405,A17
0.999878,0.995202,A16
0.998921,0.95904,A07
0.717065,0.060253,A13
0.999999,0.996062,A12
0.824389,0.106155,A10
0.999997,0.996062,A19
6.2e-05,3e-06,none
0.999408,0.977117,A08
0.977138,0.519523,A08
0.99999,0.996062,A13
8e-06,3e-06,none
1e-06,3e-06,A17
1.0,0.996062,A09
0.003412,8.7e-05,A08
0.999913,0.996062,A16
0.643695,0.043707,A18
0.999023,0.962794,A07
0.999955,0.996062,A16
0.789375,0.086603,A16
0.991305,0.742552,A14
0.998875,0.957373,A10
0.972627,0.473386,A15
0.941629,0.289829,A13
0.0,3e-06,A17
0.999421,0.977595,A14
0.000332,8e-06,none
1.0,0.996062,A19
0.999913,0.996062,A08
0.999348,0.97485,A11
1.2e-05,3e-06,none
0.997006,0.893898,A08
0.992971,0.781377,A14
0.915918,0.216044,A15
0.060227,0.001619,A08
0.984196,0.611723,A15
0.670808,0.049025,A15
0.999763,0.990715,A11
1.0,0.996062,A19
0.980407,0.558683,A14
0.000973,2.5e-05,A17
0.999835,0.993515,A11
0.995499,0.848374,A08
0.98576,0.636538,A08
3.2e-05,3e-06,none
0.99999,0.996062,A09
0.999877,0.995179,A11
0.999678,0.987433,A15
0.996426,0.875817,A10
3e-06,3e-06,none
0.000131,3e-06,none
1.0,0.996062,A12
1.6e-05,3e-06,none
0.999999,0.996062,A08
0.999628,0.98552,A14
0.00088,2.2e-05,none
0.865604,0.140111,A15
2.4e-05,3e-06,A17
0.958927,0.371326,A16
1.0,0.996062,A12
0.998931,0.959416,A18
9e-06,3e-06,none
6.8e-05,3e-06,none
1.0,0.996062,A09
0.079444,0.002179,A18
0.999811,0.992569,A08
0.997426,0.90745,A11
0.997242,0.901449,A11
0.999706,0.988494,A11
0.999173,0.968302,A12
0.994716,0.826471,A18
0.99997,0.996062,A19
0.999649,0.986308,A07
0.999733,0.989541,A11
1.0,0.996062,A12
0.966572,0.422473,A16
0.995662,0.853095,A14
0.618028,0.039324,A18
0.999989,0.996062,A13
0.959068,0.372162,A10
0.991905,0.75609,A18
0.992315,0.765619,A10
0.021056,0.000544,A19
0.999588,0.983986,A10
0.999977,0.996062,A18
2e-06,3e-06,none
0.999968,0.996062,A07
0.998971,0.96089,A13
0.780466,0.082518,A18
0.995347,0.844026,A15
0.001363,3.5e-05,A15
0.0,3e-06,none
0.30727,0.011097,A08
0.904227,0.192802,A18
0.985228,0.627875,A13
4.7e-05,3e-06,none
0.999985,0.996062,A12
0.99999,0.996062,A11
0.960609,0.381553,A14
0.999957,0.996062,A19
0.999189,0.968904,A18
0.999986,0.996062,A14
0.999693,0.98799,A11
0.001674,4.2e-05,A17
0.999906,0.996062,A19
9e-06,3e-06,A17
2e-06,3e-06,A17
2.4e-05,3e-06,none
0.985909,0.638995,A08
0.999779,0.991345,A19
0.993793,0.802011,A14
1.0,0.996062,A19
1.0,0.996062,A12
1.0,0.996062,A09
1.0,0.996062,A07
0.999455,0.978906,A07
0.999738,0.989739,A11
0.000152,4e-06,none
0.999974,0.996062,A09
0.999998,0.996062,A07
1e-05,3e-06,none
0.999326,0.974037,A15
0.998975,0.961016,A11
0.999795,0.991966,A08
0.999769,0.990942,A08
1.8e-05,3e-06,none
0.999191,0.968984,A07
1e-06,3e-06,none
7e-06,3e-06,none
0.999935,0.996062,A16
0.002458,6.2e-05,A18
0.999874,0.995057,A11
0.999934,0.996062,A14
0.914936,0.213904,A08
0.946295,0.308325,A14
0.999999,0.996062,A09
0.999798,0.992059,A18
0.999997,0.996062,A16
0.99999,0.996062,A09
0.999922,0.996062,A08
0.946292,0.308316,A13
0.999995,0.996062,A19
1.0,0.996062,A09
0.999662,0.986822,A19
0.952743,0.337766,A13
0.025401,0.000659,A17
0.999581,0.983689,A13
0.999872,0.994969,A07
0.001432,3.6e-05,A08
0.999999,0.996062,A12
0.999819,0.992885,A07
0.961059,0.384376,A11
0.999597,0.984319,A10
1.0,0.996062,A16
0.996625,0.881947,A10
0.93322,0.261197,A13
0.0,3e-06,none
0.078602,0.002154,A17
0.491287,0.023849,A18
0.999406,0.977032,A11
1.0,0.996062,A09
0.999997,0.996062,A14
0.985155,0.626707,A16
9.4e-05,3e-06,none
0.998423,0.941247,A10
0.999992,0.996062,A12
0.999943,0.996062,A07
0.99357,0.796312,A10
0.968975,0.441382,A13
0.004754,0.000121,A17
0.999996,0.996062,A14
0.999788,0.991674,A11
0.99299,0.781828,A14
0.999608,0.984735,A10
0.99997,0.996062,A18
0.885157,0.163173,A13
0.0,3e-06,none
0.996478,0.877407,A15
0.999994,0.996062,A09
0.919943,0.225232,A16
1.0,0.996062,A12
0.924759,0.237187,A13
0.999648,0.986281,A11
0.327672,0.01218,A08
0.993165,0.786141,A16
0.903105,0.190805,A16
1.0,0.996062,A12
0.001072,2.7e-05,none
0.998375,0.939558,A07
0.999985,0.996062,A14
0.924254,0.235881,A16
4.3e-05,3e-06,none
0.698593,0.055389,A19
0.999988,0.996062,A19
0.996779,0.886738,A13
0.992812,0.777492,A19
6e-06,3e-06,none
0.999478,0.979761,A10
0.603912,0.03714,A15
1.3e-05,3e-06,none
0.999847,0.993994,A11
1.0,0.996062,A09
0.985161,0.626813,A13
0.998861,0.95686,A07
0.999994,0.996062,A19
0.641086,0.043235,A08
0.999966,0.996062,A16
0.004851,0.000123,A13
0.00575,0.000146,A17
0.99999,0.996062,A09
0.999953,0.996062,A12
0.999985,0.996062,A07
1.0,0.996062,A12
0.999684,0.987672,A12
0.996451,0.876599,A14
0.999794,0.991938,A07
0.999867,0.994754,A14
0.023823,0.000617,none
0.999996,0.996062,A12
1.3e-05,3e-06,A17
1.0,0.996062,A09
0.997133,0.89794,A14
0.972762,0.474654,A18
0.999905,0.996062,A09
0.999638,0.985891,A14
0.99212,0.761055,A07
0.000493,1.2e-05,none
1e-06,3e-06,none
0.983009,0.594096,A10
0.948471,0.317716,A08
0.351428,0.013523,A13
0.980631,0.561568,A19
0.001801,4.6e-05,none
1.0,0.996062,A09
0.999833,0.993455,A11
0.001882,4.8e-05,none
0.999443,0.97845,A08
3e-05,3e-06,none
1.0,0.996062,A09
0.999999,0.996062,A12
1.0,0.996062,A07
0.949966,0.324478,A19
0.991508,0.747086,A13
0.036441,0.000956,A18
0.999742,0.989901,A18
0.998801,0.954682,A18
0.99159,0.748935,A13
1.0,0.996062,A12
0.779178,0.081952,A18
0.999517,0.981242,A07
0.99998,0.996062,A16
0.923594,0.234192,A18
0.999941,0.996062,A14
0.000214,5e-06,none
0.976066,0.507811,A18
0.980187,0.55587,A18
0.999874,0.995048,A19
0.999197,0.969197,A16
0.999994,0.996062,A14
0.999976,0.996062,A19
0.999982,0.996062,A11
0.999985,0.996062,A07
0.997154,0.898613,A08
0.999483,0.979954,A07
1.0,0.996062,A16
0.000115,3e-06,none
0.996438,0.87619,A14
0.998929,0.95936,A10
0.994208,0.812837,A18
1.0,0.996062,A09
0.995465,0.847404,A08
0.000351,9e-06,none
0.999308,0.97337,A18
0.998718,0.951699,A18
0.0,3e-06,none
0.661147,0.047039,A15
0.999009,0.962269,A15
0.999206,0.969556,A16
0.000149,4e-06,A17
0.954073,0.344501,A07
0.030515,0.000796,A19
0.938642,0.279027,A14
0.01669,0.000429,A19
0.999906,0.996062,A16
2.5e-05,3e-06,A17
0.00036,9e-06,none
0.989204,0.698618,A16
1.0,0.996062,A12
0.999609,0.984767,A14
0.998039,0.927917,A13
0.998821,0.955433,A10
0.999887,0.995566,A13
1.0,0.996062,A12
0.008544,0.000218,A08
1e-06,3e-06,none
0.974108,0.487654,A08
0.999977,0.996062,A19
0.999998,0.996062,A12
0.999946,0.996062,A14
0.999999,0.996062,A12
0.175082,0.005341,A15
0.999216,0.969922,A07
1.0,0.996062,A09
0.998859,0.956813,A14
0.999599,0.984397,A07
0.939188,0.280948,A19
0.998671,0.950029,A10
0.00168,4.3e-05,A18
0.999937,0.996062,A14
0.987238,0.661824,A15
1e-06,3e-06,none
0.000276,7e-06,A17
0.027941,0.000727,A15
6.7e-05,3e-06,none
0.012713,0.000326,A13
