path,speaker,attack,label,split
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5810580.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6041031.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6043635.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6092552.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6168111.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6474583.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6483758.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6588202.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6619293.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6718805.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6799145.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6814023.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6840545.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6861945.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6909192.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6962288.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6971489.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6990136.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7044392.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7053577.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7108625.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7171395.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7186016.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7196010.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7231487.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7248448.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7277013.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7296621.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7301220.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7308451.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7340534.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7344469.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7370791.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7379295.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7398444.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7420506.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7519509.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7554882.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7594632.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7755405.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7823633.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7829138.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7843218.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7877836.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8047196.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8050777.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8050901.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8130582.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8170773.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8186588.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8190614.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8230648.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8316905.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8332291.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8337365.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8373598.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8392321.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8425204.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8429378.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8447428.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8461939.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8503954.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8649964.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8654109.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8697779.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8753143.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8784468.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8784672.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8788595.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8860773.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8909711.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8930212.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8973716.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9037473.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9082929.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9098943.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9108942.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9125339.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9156068.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9197018.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9232657.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9280424.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9304493.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9329318.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9376880.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9401104.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9510999.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9521066.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9563365.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9632282.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9789122.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9910698.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9952827.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_9979585.flac,LA_0083,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1108702.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1334211.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1437381.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1536260.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1554919.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1570640.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1573391.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1598256.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1637236.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1646152.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1698884.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1721515.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1806261.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1831824.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1887403.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1932373.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1945118.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_1972880.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2052267.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2063240.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2073846.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2087199.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2160270.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2172882.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2231336.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2241857.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2265703.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2287879.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2294585.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2387038.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2417964.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2422018.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2457143.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2651576.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2721768.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2732683.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2804882.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_2911664.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3129308.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3221197.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3279777.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3311090.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3387916.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3430134.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3510507.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3574188.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3606206.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3608649.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3634108.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3734734.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3741411.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3824905.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3962771.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_3995718.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4089668.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4127814.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4129308.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4164792.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4199885.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4219974.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4230020.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4233110.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4244336.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4308228.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4310783.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4432202.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4464330.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4490434.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4499995.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4516876.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4585739.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4593735.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4630871.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4692254.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4708067.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4712814.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4742196.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4811914.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4881617.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_4934153.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5038210.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5072670.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5188364.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5211161.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5262845.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5308399.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5330031.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5360020.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5362383.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5395202.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5718759.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5951351.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_5972191.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6197397.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6223972.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6231663.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6360208.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6421657.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6530556.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6550631.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6639919.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6642132.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6751664.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6794021.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6795772.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6838505.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6863097.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6907658.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6940065.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_6944471.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7002983.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7044317.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7138004.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7179939.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7223054.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7260229.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7304848.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7334579.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7346284.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7366589.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7523397.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7543177.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7592239.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7605927.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7622774.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7624349.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7648697.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7655193.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7656714.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7675727.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7794312.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7808106.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7879766.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_7911355.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8010120.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8066907.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8091884.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8150953.flac,LA_0084,A03,spoof,train
C:\dhwani_data\LA\LA\ASVspoof2019_LA_train/flac\LA_T_8159081.flac,LA_0084,A03,spoof,train
